covidtrialID,locationID
NCT04491227,loc_5
NCT04434417,loc_3
NCT04431856,loc_0
NCT04395794,loc_7
NCT04332380,loc_23
NCT04449978,loc_6
NCT04358380,loc_22
NCT04375774,loc_12
NCT04380961,loc_0
NCT04380961,loc_22
NCT04380961,loc_7
NCT04380961,loc_16
NCT04380961,loc_2
NCT04448756,loc_0
NCT04448756,loc_4
NCT04503525,loc_1
NCT04349098,loc_0
NCT04349098,loc_24
NCT04349098,loc_1
NCT04349098,loc_28
NCT04349098,loc_2
NCT04349098,loc_5
NCT04492410,loc_1
NCT04407182,loc_51
NCT04393233,loc_1
NCT04407923,loc_1
NCT04408326,loc_5
NCT04410718,loc_11
NCT04355052,loc_28
NCT04407221,loc_20
NCT04373005,loc_6
NCT04373733,loc_5
NCT04431869,loc_0
NCT04334928,loc_2
NCT04402853,loc_3
NCT04437823,loc_25
NCT04517630,loc_15
NCT04363333,loc_18
NCT04447781,loc_31
NCT04388514,loc_3
NCT04407260,loc_0
NCT04357639,loc_1
NCT04399252,loc_0
NCT04365881,loc_33
NCT04353128,loc_2
NCT04459702,loc_0
NCT04525820,loc_19
NCT04329533,loc_0
NCT04323787,loc_0
NCT04374786,loc_0
NCT04494386,loc_0
NCT04473183,loc_0
NCT04397588,loc_1
NCT04511962,loc_5
NCT04389996,loc_11
NCT04332835,loc_23
NCT04419623,loc_0
NCT04396210,loc_12
NCT04413968,loc_1
NCT04352556,loc_3
NCT04352556,loc_0
NCT04532411,loc_0
NCT04506515,loc_2
NCT04367363,loc_37
NCT04441814,loc_3
NCT04376840,loc_1
NCT04414319,loc_1
NCT04414319,loc_101
NCT04414319,loc_65
NCT04374565,loc_0
NCT04433546,loc_0
NCT04354779,loc_24
NCT04374617,loc_2
NCT04306705,loc_10
NCT04372056,loc_33
NCT04416399,loc_5
NCT04312100,loc_10
NCT04478071,loc_0
NCT04408222,loc_0
NCT04337424,loc_1
NCT04491201,loc_10
NCT04395716,loc_0
NCT04542083,loc_1
NCT04312009,loc_0
NCT04368793,loc_10
NCT04370119,loc_8
NCT04381936,loc_5
NCT04335084,loc_0
NCT04411511,loc_13
NCT04442152,loc_102
NCT04315948,loc_1
NCT04315948,loc_65
NCT04315948,loc_66
NCT04311177,loc_0
NCT04405739,loc_0
NCT04459403,loc_14
NCT04313946,loc_5
NCT04356833,loc_5
NCT03944447,loc_0
NCT04447404,loc_0
NCT04377581,loc_0
NCT04411784,loc_5
NCT04474249,loc_20
NCT04496076,loc_0
NCT04482686,loc_0
NCT04323839,loc_0
NCT04546776,loc_5
NCT04255017,loc_10
NCT04547114,loc_8
NCT04367870,loc_1
NCT04322565,loc_3
NCT04254874,loc_10
NCT04332016,loc_1
NCT04519398,loc_41
NCT04402060,loc_0
NCT04407598,loc_5
NCT04540185,loc_0
NCT04540185,loc_44
NCT04386083,loc_53
NCT04388657,loc_1
NCT04548531,loc_0
NCT04409535,loc_0
NCT04445428,loc_77
NCT04325412,loc_13
NCT04371978,loc_28
NCT04422587,loc_1
NCT04357340,loc_40
NCT04410471,loc_2
NCT04316949,loc_3
NCT04371328,loc_1
NCT04449783,loc_5
NCT04385238,loc_0
NCT04426266,loc_36
NCT04363632,loc_1
NCT04413058,loc_18
NCT04370834,loc_0
NCT04465552,loc_0
NCT04378595,loc_0
NCT04341935,loc_0
NCT04492384,loc_7
NCT04399967,loc_35
NCT04414371,loc_0
NCT04343053,loc_3
NCT04391140,loc_2
NCT04353401,loc_0
NCT04522986,loc_32
NCT04385576,loc_30
NCT04438967,loc_0
NCT04261270,loc_10
NCT04379063,loc_6
NCT04357938,loc_8
NCT04421664,loc_0
NCT04421664,loc_6
NCT04547218,loc_30
NCT04466982,loc_5
NCT04558450,loc_1
NCT04360863,loc_35
NCT04332042,loc_3
NCT04368637,loc_49
NCT04342169,loc_0
NCT04454606,loc_64
NCT04337190,loc_1
NCT04427280,loc_5
NCT04359810,loc_0
NCT04382196,loc_12
NCT04321616,loc_33
NCT04438629,loc_3
NCT04392778,loc_18
NCT04410432,loc_1
NCT04382547,loc_103
NCT04327349,loc_40
NCT04373135,loc_0
NCT04339387,loc_0
NCT04357730,loc_0
NCT04473898,loc_18
NCT04365101,loc_0
NCT04328129,loc_50
NCT04263402,loc_10
NCT04407208,loc_43
NCT04468958,loc_0
NCT04366752,loc_1
NCT04382131,loc_5
NCT04437901,loc_12
NCT04437901,loc_3
NCT04437901,loc_13
NCT04437901,loc_2
NCT04437901,loc_5
NCT04468217,loc_34
NCT04511923,loc_55
NCT04400838,loc_5
NCT04367077,loc_0
NCT04394377,loc_4
NCT04415073,loc_0
NCT04439006,loc_0
NCT04341480,loc_10
NCT03042143,loc_5
NCT04487977,loc_2
NCT04380818,loc_2
NCT04327570,loc_12
NCT04256395,loc_10
NCT04390269,loc_14
NCT04340349,loc_15
NCT04424134,loc_7
NCT04252274,loc_10
NCT04401436,loc_0
NCT04376775,loc_1
NCT04325919,loc_35
NCT04433078,loc_0
NCT04453839,loc_0
NCT04397705,loc_5
NCT04476992,loc_7
NCT04456556,loc_14
NCT04432051,loc_18
NCT04345159,loc_1
NCT04336761,loc_1
NCT04350710,loc_1
NCT04367129,loc_3
NCT04305457,loc_0
NCT04422470,loc_7
NCT04344119,loc_1
NCT04408248,loc_5
NCT04335162,loc_1
NCT04452708,loc_35
NCT04401046,loc_1
NCT04555122,loc_0
NCT04371835,loc_42
NCT04395859,loc_1
NCT04520620,loc_1
NCT04348695,loc_2
NCT04352634,loc_0
NCT04352634,loc_22
NCT04352634,loc_104
NCT04352634,loc_9
NCT04352634,loc_85
NCT04352634,loc_34
NCT04352634,loc_86
NCT04352634,loc_46
NCT04352634,loc_8
NCT04352634,loc_3
NCT04352634,loc_61
NCT04352634,loc_15
NCT04352634,loc_13
NCT04352634,loc_42
NCT04352634,loc_59
NCT04352634,loc_26
NCT04352634,loc_2
NCT04352634,loc_52
NCT04352634,loc_18
NCT04352634,loc_106
NCT04320277,loc_3
NCT04491071,loc_5
NCT04409743,loc_0
NCT04485351,loc_1
NCT04394104,loc_0
NCT04432870,loc_0
NCT04342728,loc_0
NCT04510441,loc_5
NCT04406181,loc_12
NCT04413071,loc_2
NCT04398264,loc_0
NCT04449081,loc_30
NCT04367883,loc_2
NCT04389463,loc_1
NCT04377425,loc_11
NCT04391816,loc_0
NCT04501991,loc_3
NCT04412356,loc_20
NCT04536441,loc_30
NCT04342650,loc_4
NCT04325867,loc_41
NCT04367740,loc_0
NCT04361877,loc_8
NCT04516824,loc_25
NCT02735707,loc_0
NCT02735707,loc_9
NCT02735707,loc_12
NCT02735707,loc_6
NCT02735707,loc_63
NCT02735707,loc_8
NCT02735707,loc_55
NCT02735707,loc_13
NCT02735707,loc_44
NCT02735707,loc_38
NCT02735707,loc_41
NCT02735707,loc_5
NCT04356378,loc_1
NCT04412330,loc_0
NCT04413747,loc_3
NCT04284046,loc_10
NCT04358003,loc_0
NCT04366297,loc_29
NCT04339790,loc_0
NCT04344197,loc_3
NCT04362319,loc_30
NCT04416373,loc_38
NCT04389385,loc_18
NCT04476914,loc_0
NCT04394182,loc_2
NCT04497636,loc_34
NCT04403243,loc_7
NCT04422613,loc_1
NCT04367337,loc_9
NCT04367337,loc_6
NCT04367337,loc_10
NCT04367337,loc_1
NCT04367337,loc_5
NCT04367337,loc_28
NCT04367337,loc_3
NCT04367337,loc_30
NCT04367337,loc_29
NCT04367337,loc_38
NCT04367337,loc_41
NCT04367337,loc_37
NCT04373382,loc_6
NCT04327401,loc_4
NCT04361396,loc_1
NCT04375501,loc_5
NCT04345861,loc_1
NCT04510493,loc_19
NCT04453384,loc_1
NCT04347408,loc_5
NCT04491318,loc_2
NCT04360811,loc_1
NCT04275414,loc_10
NCT04275414,loc_3
NCT04448054,loc_1
NCT04376684,loc_0
NCT04376684,loc_22
NCT04376684,loc_12
NCT04376684,loc_4
NCT04376684,loc_6
NCT04376684,loc_1
NCT04376684,loc_17
NCT04376684,loc_32
NCT04376684,loc_15
NCT04376684,loc_13
NCT04376684,loc_29
NCT04376684,loc_16
NCT04376684,loc_2
NCT04376684,loc_5
NCT04453579,loc_3
NCT04540029,loc_3
NCT04359875,loc_1
NCT04489628,loc_0
NCT04371419,loc_0
NCT04487197,loc_3
NCT04445961,loc_7
NCT04323592,loc_3
NCT04355234,loc_1
NCT04335630,loc_0
NCT04445506,loc_0
NCT04390555,loc_19
NCT04377776,loc_3
NCT04393792,loc_5
NCT04322487,loc_3
NCT04426318,loc_0
NCT04460027,loc_0
NCT04345614,loc_0
NCT04500366,loc_6
NCT04390126,loc_1
NCT04402970,loc_0
NCT04500652,loc_18
NCT04354558,loc_1
NCT04339686,loc_1
NCT04501432,loc_24
NCT04379544,loc_0
NCT04365608,loc_29
NCT04321174,loc_6
NCT04318314,loc_5
NCT04471701,loc_3
NCT04529421,loc_33
NCT04363593,loc_1
NCT04385797,loc_2
NCT04373707,loc_1
NCT04433286,loc_14
NCT04370938,loc_0
NCT04351568,loc_14
NCT04368975,loc_2
NCT04324463,loc_4
NCT04324463,loc_6
NCT04324463,loc_34
NCT04324463,loc_23
NCT04324463,loc_51
NCT04324463,loc_14
NCT04324463,loc_25
NCT04324463,loc_53
NCT04324463,loc_7
NCT04324463,loc_26
NCT04324463,loc_47
NCT04264858,loc_10
NCT04486404,loc_23
NCT04544072,loc_12
NCT04377074,loc_33
NCT04374097,loc_33
NCT04406571,loc_1
NCT04416919,loc_0
NCT04497415,loc_0
NCT04484207,loc_0
NCT04369690,loc_6
NCT04335747,loc_11
NCT04361019,loc_2
NCT04321811,loc_0
NCT04387799,loc_3
NCT04498286,loc_13
NCT04381000,loc_21
NCT04474080,loc_6
NCT04340219,loc_12
NCT04430374,loc_75
NCT04377412,loc_0
NCT04377412,loc_107
NCT04377412,loc_9
NCT04377412,loc_46
NCT04377412,loc_35
NCT04377412,loc_28
NCT04377412,loc_3
NCT04377412,loc_61
NCT04377412,loc_29
NCT04377412,loc_20
NCT04377412,loc_48
NCT04511949,loc_1
NCT04376515,loc_0
NCT04408027,loc_6
NCT04334629,loc_5
NCT04527432,loc_5
NCT04356885,loc_1
NCT04405232,loc_5
NCT04383730,loc_1
NCT04383730,loc_8
NCT04447638,loc_18
NCT04444323,loc_5
NCT04380870,loc_0
NCT04424836,loc_18
NCT04387409,loc_8
NCT04414631,loc_19
NCT04464486,loc_0
NCT04356365,loc_33
NCT04546581,loc_0
NCT04546581,loc_22
NCT04546581,loc_11
NCT04546581,loc_5
NCT04348227,loc_52
NCT04417374,loc_1
NCT04353583,loc_8
NCT04365309,loc_10
NCT04379531,loc_7
NCT04444297,loc_5
NCT04335279,loc_6
NCT04469660,loc_17
NCT04341012,loc_0
NCT04422522,loc_14
NCT04320238,loc_10
NCT04337502,loc_10
NCT04337047,loc_1
NCT04514016,loc_0
NCT04326452,loc_0
NCT04347798,loc_6
NCT04312243,loc_0
NCT04359849,loc_5
NCT04406064,loc_0
NCT04425616,loc_5
NCT04368377,loc_3
NCT04510025,loc_5
NCT04324684,loc_3
NCT04410692,loc_37
NCT04357041,loc_0
NCT04316884,loc_20
NCT04481529,loc_1
NCT04379245,loc_1
NCT04497194,loc_3
NCT04425031,loc_11
NCT04306055,loc_10
NCT04532632,loc_18
NCT04400006,loc_18
NCT04482595,loc_0
NCT04365361,loc_35
NCT04357613,loc_1
NCT03808922,loc_0
NCT03808922,loc_9
NCT03808922,loc_31
NCT03808922,loc_48
NCT04414904,loc_5
NCT04370886,loc_10
NCT04320732,loc_33
NCT04386291,loc_0
NCT04408287,loc_6
NCT04440098,loc_0
NCT04375137,loc_40
NCT04417673,loc_0
NCT04371523,loc_6
NCT04373148,loc_0
NCT04501445,loc_0
NCT04435106,loc_28
NCT04498091,loc_1
NCT04530461,loc_52
NCT04333654,loc_0
NCT04333654,loc_12
NCT04333654,loc_1
NCT04333654,loc_13
NCT04431297,loc_0
NCT04420416,loc_15
NCT04424082,loc_20
NCT04343898,loc_0
NCT04319016,loc_3
NCT04519437,loc_0
NCT04302688,loc_10
NCT04488471,loc_5
NCT04448704,loc_37
NCT04373798,loc_11
NCT04394195,loc_1
NCT04425863,loc_22
NCT04333849,loc_1
NCT04366947,loc_29
NCT04535297,loc_28
NCT04460677,loc_0
NCT04279899,loc_10
NCT04377100,loc_0
NCT04459975,loc_1
NCT04326387,loc_5
NCT04410458,loc_10
NCT04416308,loc_1
NCT04365348,loc_35
NCT04459455,loc_0
NCT04337151,loc_5
NCT04488549,loc_3
NCT04524754,loc_14
NCT04413435,loc_18
NCT04431180,loc_10
NCT04401371,loc_14
NCT04497467,loc_48
NCT04451239,loc_60
NCT04417270,loc_0
NCT04328454,loc_10
NCT04486144,loc_0
NCT04453514,loc_0
NCT04362059,loc_5
NCT04481516,loc_5
NCT04401644,loc_5
NCT04418193,loc_68
NCT04433312,loc_14
NCT04533048,loc_10
NCT04501172,loc_21
NCT04497519,loc_13
NCT04490239,loc_0
NCT04346589,loc_3
NCT04445870,loc_1
NCT04423289,loc_2
NCT04360850,loc_0
NCT04542226,loc_7
NCT04363437,loc_0
NCT04327804,loc_0
NCT04345640,loc_17
NCT04372576,loc_36
NCT04372043,loc_61
NCT04325906,loc_0
NCT04344964,loc_9
NCT04551339,loc_0
NCT04451694,loc_1
NCT04524598,loc_0
NCT04340414,loc_10
NCT04331886,loc_0
NCT04391166,loc_0
NCT04457505,loc_2
NCT04505761,loc_13
NCT04384965,loc_6
NCT04410016,loc_5
NCT04456062,loc_6
NCT04327388,loc_22
NCT04327388,loc_4
NCT04327388,loc_6
NCT04327388,loc_34
NCT04327388,loc_1
NCT04327388,loc_8
NCT04327388,loc_28
NCT04327388,loc_3
NCT04327388,loc_32
NCT04327388,loc_7
NCT04327388,loc_2
NCT04325893,loc_1
NCT04325893,loc_68
NCT04427137,loc_6
NCT04343664,loc_43
NCT04373213,loc_18
NCT04379518,loc_0
NCT04326725,loc_18
NCT04321369,loc_0
NCT04369456,loc_1
NCT04374539,loc_2
NCT04403009,loc_10
NCT04458246,loc_4
NCT04251871,loc_10
NCT04292340,loc_10
NCT04346082,loc_35
NCT04389684,loc_1
NCT04384549,loc_1
NCT04388579,loc_38
NCT04441424,loc_81
NCT04389333,loc_10
NCT04342702,loc_10
NCT04406844,loc_17
NCT04371315,loc_0
NCT04367636,loc_12
NCT04394013,loc_30
NCT04448782,loc_2
NCT04322123,loc_4
NCT04381819,loc_33
NCT04460196,loc_1
NCT04324047,loc_1
NCT04516837,loc_10
NCT04519216,loc_0
NCT04315870,loc_3
NCT04388605,loc_0
NCT04445324,loc_6
NCT04410835,loc_24
NCT04505722,loc_0
NCT04505722,loc_4
NCT04505722,loc_34
NCT04505722,loc_23
NCT04505722,loc_15
NCT04505722,loc_27
NCT04505722,loc_53
NCT04505722,loc_16
NCT04505722,loc_39
NCT04469621,loc_22
NCT04469621,loc_4
NCT04469621,loc_34
NCT04469621,loc_15
NCT04469621,loc_7
NCT04483752,loc_1
NCT04488796,loc_6
NCT04548544,loc_0
NCT04351906,loc_8
NCT04337918,loc_6
NCT04535778,loc_5
NCT04326036,loc_0
NCT04380766,loc_3
NCT04541472,loc_1
NCT04391946,loc_1
NCT04460014,loc_20
NCT04377672,loc_0
NCT04371250,loc_12
NCT04418531,loc_3
NCT04346693,loc_7
NCT04321278,loc_4
NCT04402827,loc_2
NCT04341610,loc_11
NCT04322396,loc_11
NCT04025580,loc_0
NCT04341519,loc_1
NCT04400305,loc_6
NCT04274322,loc_10
NCT04412239,loc_25
NCT04324073,loc_1
NCT04344041,loc_1
NCT04470544,loc_0
NCT04480957,loc_37
NCT04451993,loc_18
NCT04395508,loc_0
NCT04403906,loc_5
NCT04407663,loc_3
NCT04366921,loc_24
NCT04366921,loc_12
NCT04366921,loc_46
NCT04366921,loc_11
NCT04366921,loc_1
NCT04366921,loc_8
NCT04366921,loc_21
NCT04366921,loc_36
NCT04366921,loc_28
NCT04366921,loc_3
NCT04366921,loc_83
NCT04366921,loc_13
NCT04366921,loc_29
NCT04366921,loc_38
NCT04366921,loc_7
NCT04366921,loc_2
NCT04366921,loc_20
NCT04366921,loc_19
NCT04366921,loc_5
NCT04542954,loc_60
NCT04427735,loc_10
NCT04526912,loc_0
NCT04400279,loc_6
NCT04352985,loc_0
NCT04353037,loc_0
NCT04435327,loc_3
NCT04367168,loc_15
NCT04397575,loc_1
NCT04437342,loc_21
NCT04368208,loc_1
NCT04330261,loc_6
NCT04433260,loc_5
NCT04539821,loc_0
NCT04435353,loc_74
NCT04370197,loc_1
NCT04423315,loc_18
NCT04517422,loc_15
NCT04357847,loc_1
NCT04338672,loc_28
NCT04367350,loc_8
NCT04341922,loc_20
NCT04402905,loc_1
NCT04410484,loc_5
NCT04430062,loc_3
NCT04334434,loc_18
NCT04425850,loc_22
NCT04326426,loc_0
NCT04382391,loc_0
NCT04530682,loc_1
NCT04479280,loc_14
NCT04374942,loc_6
NCT04412655,loc_3
NCT04411563,loc_18
NCT04412551,loc_20
NCT04320862,loc_0
NCT04385186,loc_23
NCT04412746,loc_108
NCT04487639,loc_1
NCT04345549,loc_5
NCT04359407,loc_19
NCT04358952,loc_1
NCT04421612,loc_33
NCT04463628,loc_1
NCT04517682,loc_0
NCT04324736,loc_1
NCT04393818,loc_2
NCT04435119,loc_1
NCT04486417,loc_3
NCT04416360,loc_1
NCT04375748,loc_1
NCT04354792,loc_14
NCT04280224,loc_10
NCT04427631,loc_5
NCT04388826,loc_0
NCT04389320,loc_14
NCT04322513,loc_3
NCT04319172,loc_2
NCT04318366,loc_3
NCT04409951,loc_14
NCT04374474,loc_6
NCT04423692,loc_14
NCT04448405,loc_1
NCT04320953,loc_10
NCT04378738,loc_18
NCT04444674,loc_16
NCT04482205,loc_25
NCT04412343,loc_6
NCT04553575,loc_1
NCT04307459,loc_3
NCT04395885,loc_14
NCT04429594,loc_1
NCT04337983,loc_1
NCT04407546,loc_0
NCT04386460,loc_1
NCT04492527,loc_6
NCT04385212,loc_19
NCT04308187,loc_1
NCT04259892,loc_1
NCT04259892,loc_50
NCT04322344,loc_3
NCT04365166,loc_1
NCT04470323,loc_14
NCT04323800,loc_0
NCT04306393,loc_0
NCT04522089,loc_48
NCT04476745,loc_49
NCT04449276,loc_12
NCT04449276,loc_8
NCT04361552,loc_0
NCT04453774,loc_6
NCT04322773,loc_11
NCT04359225,loc_5
NCT04444557,loc_18
NCT04336410,loc_0
NCT04498546,loc_18
NCT04355637,loc_2
NCT04433754,loc_18
NCT04351542,loc_5
NCT04447209,loc_30
NCT04397666,loc_1
NCT04508920,loc_15
NCT04425005,loc_4
NCT04344106,loc_1
NCT04490473,loc_18
NCT04363606,loc_1
NCT04435379,loc_8
NCT04461353,loc_0
NCT04379232,loc_1
NCT04466605,loc_17
NCT04453475,loc_8
NCT04436276,loc_0
NCT04436276,loc_12
NCT04327479,loc_8
NCT04410536,loc_3
NCT04537962,loc_4
NCT04422353,loc_4
NCT04305574,loc_37
NCT04419870,loc_0
NCT04384419,loc_1
NCT04397471,loc_5
NCT04422418,loc_47
NCT04409197,loc_1
NCT04347031,loc_7
NCT04348370,loc_0
NCT04279795,loc_10
NCT04390152,loc_23
NCT04441476,loc_1
NCT04387253,loc_1
NCT04363528,loc_1
NCT04279782,loc_10
NCT04528329,loc_14
NCT04473599,loc_0
NCT04343729,loc_4
NCT04524962,loc_0
NCT04492189,loc_1
NCT04374643,loc_1
NCT04377607,loc_18
NCT04460599,loc_1
NCT04292327,loc_10
NCT04340557,loc_0
NCT04269525,loc_10
NCT04376034,loc_0
NCT04462848,loc_0
NCT04467112,loc_5
NCT04536051,loc_4
NCT01306084,loc_0
NCT04322279,loc_1
NCT04322279,loc_50
NCT04474444,loc_5
NCT04393415,loc_14
NCT04403061,loc_2
NCT04264533,loc_10
NCT04473300,loc_32
NCT04452318,loc_0
NCT04061382,loc_5
NCT04338841,loc_12
NCT04338841,loc_1
NCT04338841,loc_68
NCT04323527,loc_4
NCT02765191,loc_20
NCT04525079,loc_31
NCT04349163,loc_1
NCT04452487,loc_1
NCT04380701,loc_8
NCT04374058,loc_22
NCT04245631,loc_10
NCT04385004,loc_1
NCT00571389,loc_0
NCT04442789,loc_8
NCT03331445,loc_6
NCT04361838,loc_0
NCT04322682,loc_0
NCT04322682,loc_6
NCT04322682,loc_2
NCT04255940,loc_10
NCT04282135,loc_8
NCT04427813,loc_14
NCT04409275,loc_2
NCT04281693,loc_10
NCT04363788,loc_29
NCT04502108,loc_19
NCT04388631,loc_10
NCT04486521,loc_26
NCT04540939,loc_0
NCT04385836,loc_26
NCT04275245,loc_10
NCT04509947,loc_32
NCT04392219,loc_5
NCT04426071,loc_6
NCT04394403,loc_28
NCT04363047,loc_5
NCT04441632,loc_0
NCT04341727,loc_0
NCT04445441,loc_87
NCT04406545,loc_4
NCT04382560,loc_3
NCT04408196,loc_3
NCT04420273,loc_0
NCT04388644,loc_48
NCT04495543,loc_6
NCT04357886,loc_18
NCT04396600,loc_0
NCT04368676,loc_6
NCT04394039,loc_37
NCT04480034,loc_3
NCT04447833,loc_20
NCT04357977,loc_0
NCT03648372,loc_0
NCT04233268,loc_5
NCT04378803,loc_0
NCT04549350,loc_14
NCT04422769,loc_0
NCT04518514,loc_8
NCT04335851,loc_18
NCT04399005,loc_10
NCT04383899,loc_1
NCT04550312,loc_10
NCT04409496,loc_35
NCT04368299,loc_35
NCT04468386,loc_0
NCT04545242,loc_2
NCT04476680,loc_5
NCT04262921,loc_1
NCT04262921,loc_109
NCT04328467,loc_0
NCT04319211,loc_18
NCT04418947,loc_0
NCT03226886,loc_5
NCT04413006,loc_6
NCT04404192,loc_0
NCT04372693,loc_14
NCT04331808,loc_1
NCT04414618,loc_0
NCT04468789,loc_16
NCT04435028,loc_14
NCT04148430,loc_0
NCT04475185,loc_1
NCT04353141,loc_12
NCT04353141,loc_3
NCT04353141,loc_5
NCT04443179,loc_5
NCT04424355,loc_7
NCT04280913,loc_10
NCT04406558,loc_1
NCT04480112,loc_0
NCT04453527,loc_5
NCT04475913,loc_14
NCT04457388,loc_5
NCT04344665,loc_6
NCT04393636,loc_13
NCT04505098,loc_0
NCT04389372,loc_3
NCT04482387,loc_5
NCT04428099,loc_2
NCT04456933,loc_2
NCT04470869,loc_1
NCT04434014,loc_14
NCT04550351,loc_10
NCT04530448,loc_0
NCT03852537,loc_0
NCT04473274,loc_0
NCT04393077,loc_18
NCT04443075,loc_10
NCT04356144,loc_24
NCT04333875,loc_19
NCT04276688,loc_35
NCT04439825,loc_0
NCT04497922,loc_0
NCT04363177,loc_10
NCT04363177,loc_35
NCT03680274,loc_6
NCT04480333,loc_0
NCT04326309,loc_0
NCT04441047,loc_0
NCT04468581,loc_37
NCT04379986,loc_19
NCT04382508,loc_5
NCT04278404,loc_0
NCT04278404,loc_6
NCT04308668,loc_0
NCT04308668,loc_6
NCT04348552,loc_1
NCT04346121,loc_1
NCT04422275,loc_0
NCT04351880,loc_0
NCT04329897,loc_0
NCT04414826,loc_0
NCT04444986,loc_18
NCT04363775,loc_29
NCT03452774,loc_0
NCT04406194,loc_18
NCT04400682,loc_18
NCT04502368,loc_12
NCT04339842,loc_82
NCT04476719,loc_18
NCT04407000,loc_18
NCT04417153,loc_37
NCT04386876,loc_18
NCT04276987,loc_10
NCT03474965,loc_0
NCT03474965,loc_12
NCT03474965,loc_4
NCT03474965,loc_6
NCT03474965,loc_23
NCT03474965,loc_1
NCT03474965,loc_8
NCT03474965,loc_17
NCT03474965,loc_3
NCT03474965,loc_61
NCT03474965,loc_113
NCT03474965,loc_2
NCT03474965,loc_19
NCT03474965,loc_18
NCT03474965,loc_5
